Gen,Family,follicle.count,TV.follicles.mm3,TV.follicles.microns
Inb.1,43,6,0.024951851,24.95185105
Inb.1,43,7,0.022907329,22.90732933
Inb.1,43,8,0.033458041,33.45804147
Inb.1,43,9,0.033218867,33.21886655
Inb.1,43,10,0.037098953,37.09895306
Inb.1,43,11,0.030813797,30.81379683
Inb.1,44,1,0.055075069,55.07506901
Inb.1,44,2,0.031962497,31.96249667
Inb.1,44,3,0.040539028,40.53902768
Inb.1,44,4,0.030287291,30.28729103
Inb.1,44,5,0.029398724,29.39872386
Inb.1,44,6,0.04210277,42.1027696
Inb.1,44,7,0.039191831,39.19183087
Inb.1,44,8,0.0241072,24.10719986
Inb.1,44,9,0.034589379,34.58937859
Inb.1,44,10,0.037528666,37.52866641
Inb.1,44,11,0.034182449,34.18244892
Inb.1,45,1,0.040903421,40.90342126
Inb.1,45,2,0.021271733,21.27173252
Inb.1,45,3,0.035745936,35.74593556
Inb.1,45,4,0.029472098,29.47209835
Inb.1,45,5,0.043041133,43.041133
Inb.1,45,6,0.036081052,36.08105154
Inb.1,45,7,0.038310489,38.31048875
Inb.1,45,8,0.036333758,36.33375838
Inb.1,45,9,0.045644131,45.64413132
Inb.1,45,10,0.035495965,35.49596489
Inb.2,1,1,0.034263578,34.26357812
Inb.2,1,2,0.030512196,30.51219574
Inb.2,1,3,0.030437104,30.43710424
Inb.2,1,4,0.026631188,26.63118784
Inb.2,1,5,0.037701477,37.70147658
Inb.2,1,6,0.022475515,22.47551503
Inb.2,1,7,0.020225774,20.22577386
Inb.2,1,8,0.020686305,20.6863053
Inb.2,1,9,0.044668168,44.66816763
Inb.2,1,10,0.004468242,4.468241945
Inb.2,2,1,0.039103095,39.10309468
Inb.2,2,2,0.035329967,35.32996689
Inb.2,2,3,0.044668168,44.66816763
Inb.2,2,4,0.029914911,29.9149105
Inb.2,2,5,0.029325471,29.32547126
Inb.2,2,6,0.025548021,25.5480208
Inb.2,2,7,0.022598332,22.59833178
Inb.2,2,8,0.026357582,26.3575819
Inb.2,2,9,0.015990648,15.99064789
Inb.2,2,10,0.023407563,23.4075629
Inb.2,2,11,0.025548021,25.5480208
Inb.2,5,1,0.037270443,37.27044255
Inb.2,5,2,0.03157648,31.57648038
Inb.2,5,3,0.031653434,31.65343359
Inb.2,5,4,0.028743826,28.74382614
Inb.2,5,5,0.019380797,19.38079742
Inb.2,5,6,0.017605382,17.60538237
Inb.2,5,7,0.031193585,31.19358465
Inb.2,5,8,0.023281829,23.28182872
Inb.2,5,9,0.028671666,28.67166594
Inb.2,6,1,0.03266523,32.66523026
Inb.2,6,2,0.021868102,21.86810199
Inb.2,6,3,0.026425807,26.42580684
Inb.2,6,4,0.017814553,17.81455306
Inb.2,6,5,0.03266523,32.66523026
Inb.2,6,6,0.029766817,29.76681716
Inb.2,6,7,0.014661443,14.66144316
Inb.2,6,8,0.024820641,24.82064088
Inb.2,6,9,0.01310624,13.10624044
Inb.2,7,1,0.026631188,26.63118784
Inb.2,7,2,0.022536868,22.53686763
Inb.2,7,3,0.008974012,8.974012158
Inb.2,7,4,0.013582523,13.5825228
Inb.2,7,5,0.017605382,17.60538237
Inb.2,7,6,0.015459281,15.45928083
Inb.2,7,7,0.021212699,21.21269907
Inb.2,7,8,0.013191995,13.19199529
Inb.2,7,9,0.010815669,10.81566917
Inb.2,8,1,0.047739715,47.73971537
Inb.2,8,2,0.049482371,49.48237067
Inb.2,8,3,0.033778723,33.7787234
Inb.2,8,4,0.042570228,42.57022764
Inb.2,8,5,0.039727069,39.72706856
Inb.2,8,6,0.052876728,52.87672825
Inb.2,8,7,0.037356385,37.35638512
Inb.2,8,8,0.025548021,25.5480208
Inb.2,8,9,0.029398724,29.39872386
Inb.2,8,10,0.041361976,41.36197555
Inb.2,8,11,0.039816746,39.81674588
Inb.2,8,12,0.029619213,29.61921337
Inb.2,9,1,0.02080252,20.80252023
Inb.2,9,2,0.033778723,33.7787234
Inb.2,9,3,0.031653434,31.65343359
Inb.2,9,4,0.036757554,36.7575538
Inb.2,9,5,0.035997077,35.99707705
Inb.2,9,6,0.022783395,22.78339455
Inb.2,9,7,0.045644131,45.64413132
Inb.2,9,8,0.041086434,41.08643406
Inb.2,9,9,0.031346369,31.34636928
Inb.2,9,10,0.035081942,35.08194151
Inb.2,9,11,0.031422948,31.42294833
Inb.2,11,1,0.025883292,25.88329242
Inb.2,11,2,0.02091917,20.9191696
Inb.2,11,3,0.014295686,14.29568619
Inb.2,11,4,0.017501414,17.50141385
Inb.2,11,5,0.016634159,16.63415865
Inb.2,11,6,0.018830761,18.83076077
Inb.2,11,7,0.019659787,19.65978737
Inb.2,11,8,0.0101883,10.18829998
Inb.2,11,9,0.01613765,16.13764986
Inb.2,11,10,0.021688036,21.68803619
Inb.2,11,11,0.026221484,26.2214845
Inb.2,12,1,0.020686305,20.6863053
Inb.2,12,2,0.02656261,26.56260971
Inb.2,12,3,0.015651121,15.65112082
Inb.2,12,4,0.019998094,19.99809375
Inb.2,12,5,0.021868102,21.86810199
Inb.2,12,6,0.019941442,19.94144196
Inb.2,12,7,0.039906558,39.90655805
Inb.2,12,8,0.024559602,24.55960211
Inb.2,12,9,0.02697585,26.97584953
Inb.2,13,1,0.01623615,16.23615
Inb.2,13,2,0.019380797,19.38079742
Inb.2,13,3,0.013582523,13.5825228
Inb.2,13,4,0.019159515,19.15951548
Inb.2,13,5,0.014569426,14.569426
Inb.2,13,6,0.02080252,20.80252023
Inb.2,13,7,0.016684362,16.68436231
Inb.2,13,8,0.017657521,17.65752069
Inb.2,13,9,0.019049509,19.04950897
Inb.2,13,10,0.017972514,17.97251369
Inb.2,13,11,0.011625555,11.62555534
Inb.2,13,12,0.022109736,22.10973631
Inb.2,14,1,0.023597012,23.59701169
Inb.2,14,2,0.022475515,22.47551503
Inb.2,14,3,0.022969465,22.96946491
Inb.2,14,4,0.022292126,22.29212552
Inb.2,14,5,0.043420348,43.42034786
Inb.2,14,6,0.02925234,29.25234044
Inb.2,14,7,0.026425807,26.42580684
Inb.2,14,8,0.04389749,43.89749029
Inb.2,14,9,0.03883769,38.83768997
Inb.2,14,10,0.03211778,32.11777979
Inb.2,14,11,0.019715905,19.71590471
Inb.2,16,1,0.033458041,33.45804147
Inb.2,16,2,0.028961033,28.96103298
Inb.2,16,3,0.036587642,36.58764242
Inb.2,16,4,0.032980834,32.98083418
Inb.2,16,5,0.030662749,30.66274907
Inb.2,16,6,0.021988698,21.98869787
Inb.2,16,7,0.029545595,29.54559482
Inb.2,16,8,0.026768698,26.76869801
Inb.2,16,9,0.022475515,22.47551503
Inb.2,16,10,0.01613765,16.13764986
Inb.2,16,11,0.030889506,30.88950637
Inb.2,16,12,0.032743942,32.74394162
Inb.2,17,1,0.04228934,42.28933995
Inb.2,17,2,0.043610788,43.61078771
Inb.2,17,3,0.025614842,25.6148421
Inb.2,17,4,0.022292126,22.29212552
Inb.2,17,5,0.023281829,23.28182872
Inb.2,17,6,0.02378748,23.78747992
Inb.2,17,7,0.012433541,12.43354149
Inb.2,17,8,0.005403808,5.403807903
Inb.2,17,9,0.00507874,5.07874029
Inb.2,17,10,0.00944742,9.447420196
Inb.2,18,1,0.031730512,31.73051172
Inb.2,18,2,0.019380797,19.38079742
Inb.2,18,3,0.037615005,37.61500534
Inb.2,18,4,0.031269915,31.26991476
Inb.2,18,5,0.021988698,21.98869787
Inb.2,18,6,0.033298464,33.29846444
Inb.2,18,7,0.030889506,30.88950637
Inb.2,18,8,0.020570524,20.57052401
Inb.2,18,9,0.030662749,30.66274907
Inb.2,18,10,0.031885043,31.88504316
Inb.2,18,11,0.046733996,46.73399635
Inb.2,19,1,0.026425807,26.42580684
Inb.2,19,2,0.015651121,15.65112082
Inb.2,19,3,0.019884897,19.88489726
Inb.2,19,4,0.033139396,33.13939561
Inb.2,19,5,0.009690243,9.690243009
Inb.2,19,6,0.04210277,42.1027696
Inb.2,19,7,0.030512196,30.51219574
Inb.2,19,8,0.022845306,22.84530591
Inb.2,19,9,0.02180797,21.80796976
Inb.2,19,10,0.027393353,27.39335317
Inb.2,19,11,0.030063494,30.06349422
Inb.2,20,1,0.037701477,37.70147658
Inb.2,20,2,0.031269915,31.26991476
Inb.2,20,3,0.036081052,36.08105154
Inb.2,20,4,0.038485689,38.48568889
Inb.2,20,5,0.029766817,29.76681716
Inb.2,20,6,0.035412901,35.41290105
Inb.2,20,7,0.04210277,42.1027696
Inb.2,20,8,0.039369706,39.36970578
Inb.2,20,9,0.037615005,37.61500534
Inb.2,20,10,0.02925234,29.25234044
Inb.2,20,11,0.036502883,36.50288343
Inb.2,20,12,0.021628235,21.62823465
Inb.2,21,1,0.041731277,41.73127673
Inb.2,21,2,0.043230463,43.23046322
Inb.2,21,3,0.024429772,24.42977188
Inb.2,21,4,0.052768374,52.76837433
Inb.2,21,5,0.034101448,34.10144789
Inb.2,21,6,0.04210277,42.1027696
Inb.2,21,7,0.044185447,44.18544667
Inb.2,21,8,0.036502883,36.50288343
Inb.2,21,9,0.042852356,42.85235637
Inb.2,21,10,0.044959481,44.95948085
Inb.2,21,11,0.036249392,36.2493921
Inb.2,21,12,0.028527708,28.52770805
Inb.2,22,1,0.036587642,36.58764242
Inb.2,22,2,0.044862236,44.86223615
Inb.2,22,3,0.022475515,22.47551503
Inb.2,22,4,0.011984672,11.98467221
Inb.2,22,5,0.036165157,36.16515652
Inb.2,22,6,0.039458845,39.4588447
Inb.2,22,7,0.03013797,30.13797023
Inb.2,23,1,0.031653434,31.65343359
Inb.2,23,2,0.022536868,22.53686763
Inb.2,23,3,0.025348254,25.34825439
Inb.2,23,4,0.03266523,32.66523026
Inb.2,23,5,0.020686305,20.6863053
Inb.2,23,6,0.020455176,20.45517555
Inb.2,23,7,0.029989141,29.98914102
Inb.2,23,8,0.037528666,37.52866641
Inb.2,23,9,0.024235886,24.23588571
Inb.2,23,10,0.029692954,29.69295412
Inb.2,23,11,0.036842706,36.8427064
Inb.2,24,1,0.027393353,27.39335317
Inb.2,24,2,0.016785072,16.78507248
Inb.2,24,3,0.018994664,18.99466396
Inb.2,24,4,0.051479652,51.47965214
Inb.2,24,5,0.018939924,18.93992433
Inb.2,24,6,0.030063494,30.06349422
Inb.2,24,7,0.028527708,28.52770805
Inb.2,24,8,0.021036254,21.03625424
Inb.2,24,9,0.021271733,21.27173252
Inb.2,24,10,0.025816005,25.81600486
Inb.2,24,11,0.028384233,28.38423284
Inb.2,24,12,0.018939924,18.93992433
Inb.2,27,1,0.083843361,83.84336062
Inb.2,27,2,0.024755209,24.75520865
Inb.2,27,3,0.026085856,26.0858564
Inb.2,27,4,0.028241239,28.2412395
Inb.2,27,5,0.03393983,33.93982992
Inb.2,27,6,0.060006072,60.00607187
Inb.2,27,7,0.040086587,40.08658737
Inb.2,27,8,0.014070206,14.07020637
Inb.2,27,9,0.041454096,41.45409573
Inb.2,27,10,0.013670341,13.67034056
Inb.2,27,11,0.024365029,24.36502871
Inb.2,31,1,0.064849536,64.84953556
Inb.2,31,2,0.028169923,28.16992327
Inb.2,31,3,0.050737678,50.73767827
Inb.2,31,4,0.057792483,57.792483
Inb.2,31,5,0.065597792,65.5977921
Inb.2,31,6,0.04099486,40.99485957
Inb.2,31,7,0.045447813,45.44781275
Inb.2,31,8,0.037874816,37.87481643
Inb.2,31,9,0.048350017,48.35001689
Inb.2,31,10,0.027393353,27.39335317
Inb.2,31,11,0.046733996,46.73399635
Inb.2,32,1,0.06263895,62.63894954
Inb.2,32,2,0.077521944,77.52194407
Inb.2,32,3,0.039727069,39.72706856
Inb.2,32,4,0.029472098,29.47209835
Inb.2,32,5,0.050002868,50.00286822
Inb.2,32,6,0.08849751,88.49751018
Inb.2,32,7,0.045447813,45.44781275
Inb.2,32,8,0.054188566,54.18856594
Inb.2,32,9,0.039996505,39.99650518
Inb.2,32,10,0.037184632,37.1846319
Inb.2,32,11,0.047235071,47.23507141
Inb.2,32,12,0.040812119,40.81211901
Inb.2,33,1,0.050212085,50.21208497
Inb.2,33,2,0.028599627,28.59962661
Inb.2,33,3,0.041178145,41.17814482
Inb.2,33,4,0.052121358,52.12135792
Inb.2,33,5,0.038310489,38.31048875
Inb.2,33,6,0.044959481,44.95948085
Inb.2,33,7,0.045545902,45.54590152
Inb.2,33,8,0.048862557,48.86255699
Inb.2,33,9,0.03393983,33.93982992
Inb.2,33,10,0.029766817,29.76681716
Inb.2,33,11,0.027184067,27.184067
Inb.2,34,1,0.043610788,43.61078771
Inb.2,34,2,0.070470804,70.47080378
Inb.2,34,3,0.058369634,58.36963404
Inb.2,34,4,0.065974069,65.97406915
Inb.2,34,5,0.039727069,39.72706856
Inb.2,34,6,0.016484152,16.48415211
Inb.2,34,7,0.031653434,31.65343359
Inb.2,34,8,0.051373216,51.37321596
Inb.2,34,9,0.027463353,27.46335319
Inb.2,34,10,0.04228934,42.28933995
Inb.2,34,11,0.053858596,53.85859588
Inb.2,34,12,0.031807715,31.80771488
Inb.2,35,1,0.056763222,56.76322175
Inb.2,35,2,0.042570228,42.57022764
Inb.2,35,3,0.039548118,39.54811807
Inb.2,35,4,0.059301047,59.30104694
Inb.2,35,5,0.061193493,61.19349301
Inb.2,35,6,0.040086587,40.08658737
Inb.2,35,7,0.050421884,50.4218845
Inb.2,35,8,0.042852356,42.85235637
Inb.2,35,9,0.043993336,43.99333631
Inb.2,35,10,0.032508186,32.50818615
Inb.2,35,11,0.041823944,41.82394422
Inb.2,35,12,0.042946676,42.94667553
Inb.2,38,1,0.021988698,21.98869787
Inb.2,38,2,0.027533472,27.53347236
Inb.2,38,3,0.045939668,45.93966795
Inb.2,38,4,0.025348254,25.34825439
Inb.2,38,5,0.027045137,27.04513678
Inb.2,38,6,0.025215657,25.21565699
Inb.2,38,7,0.034507736,34.50773571
Inb.2,38,8,0.027533472,27.53347236
Inb.2,38,9,0.044571344,44.5713436
Inb.2,38,10,0.030287291,30.28729103
Inb.2,38,11,0.033618128,33.61812752
Inb.2,38,12,0.019547872,19.54787234
Inb.2,39,1,0.056083882,56.08388193
Inb.2,39,2,0.031041297,31.04129728
Inb.2,39,3,0.008452654,8.452654238
Inb.2,39,4,0.03219561,32.19560959
Inb.2,39,5,0.031346369,31.34636928
Inb.2,39,6,0.03483508,34.83507965
Inb.2,39,7,0.03778808,37.78808024
Inb.2,39,8,0.03883769,38.83768997
Inb.2,39,9,0.041731277,41.73127673
Inb.2,39,10,0.026289474,26.28947448
Inb.2,39,11,0.027114543,27.11454257
Inb.2,40,1,0.038926024,38.92602433
Inb.2,40,2,0.048657109,48.65710853
Inb.2,40,3,0.037184632,37.1846319
Inb.2,40,4,0.03883769,38.83768997
Inb.2,40,5,0.041731277,41.73127673
Inb.2,40,6,0.051266927,51.26692658
Inb.2,40,7,0.037013406,37.01340593
Inb.2,40,8,0.028169923,28.16992327
Inb.2,40,9,0.041269992,41.26999195
Inb.2,40,10,0.048146009,48.14600865
Inb.2,43,1,0.01613765,16.13764986
Inb.2,43,2,0.018131405,18.13140534
Inb.2,43,3,0.040812119,40.81211901
Inb.2,43,4,0.0476385,47.63850046
Inb.2,43,5,0.045349865,45.34986491
Inb.2,43,6,0.034917238,34.91723783
Inb.2,43,7,0.012935847,12.93584726
Inb.2,43,8,0.040812119,40.81211901
Inb.2,43,9,0.032508186,32.50818615
Inb.2,43,10,0.027603711,27.60371077
Inb.2,43,11,0.038661422,38.66142236
Inb.2,43,12,0.03467115,34.67115014
Inb.2,44,1,0.040086587,40.08658737
Inb.2,44,2,0.034263578,34.26357812
Inb.2,44,3,0.03744246,37.44245971
Inb.2,44,4,0.019049509,19.04950897
Inb.2,44,5,0.035164487,35.16448722
Inb.2,44,6,0.038661422,38.66142236
Inb.2,44,7,0.050632268,50.63226761
Inb.2,44,8,0.013802776,13.80277567
Inb.2,44,9,0.037270443,37.27044255
Inb.2,44,10,0.033218867,33.21886655
Inb.2,44,11,0.039996505,39.99650518
Inb.2,44,12,0.024559602,24.55960211
Inb.2,45,1,0.038749489,38.74948934
Inb.2,45,2,0.030587411,30.58741066
Inb.2,45,3,0.025816005,25.81600486
Inb.2,45,4,0.021036254,21.03625424
Inb.2,45,5,0.035829519,35.82951917
Inb.2,45,6,0.036757554,36.7575538
Inb.2,45,7,0.0241072,24.10719986
Inb.2,45,8,0.015316434,15.31643418
Inb.2,45,9,0.030662749,30.66274907
Inb.2,45,10,0.040720953,40.72095274
Inb.2,45,11,0.023915026,23.91502646
Inb.3,1,1,0.025816005,25.81600486
Inb.3,1,2,0.011546738,11.54673828
Inb.3,1,3,0.010517323,10.51732293
Inb.3,1,4,0.015221694,15.22169362
Inb.3,1,5,0.022109736,22.10973631
Inb.3,1,6,0.010891127,10.89112705
Inb.3,1,7,0.013235013,13.23501263
Inb.3,1,8,0.019941442,19.94144196
Inb.3,1,9,0.035579159,35.57915853
Inb.3,2,1,0.040357645,40.35764527
Inb.3,2,2,0.021153775,21.15377494
Inb.3,2,3,0.024755209,24.75520865
Inb.3,2,4,0.018994664,18.99466396
Inb.3,2,5,0.017089633,17.08963296
Inb.3,2,6,0.0474365,47.43650002
Inb.3,2,7,0.024820641,24.82064088
Inb.3,2,8,0.022721595,22.72159514
Inb.3,2,9,0.029692954,29.69295412
Inb.3,2,10,0.031653434,31.65343359
Inb.3,2,11,0.022353144,22.35314407
Inb.3,5,1,0.020977657,20.97765746
Inb.3,5,2,0.019104459,19.10445944
Inb.3,5,3,0.020340259,20.3402591
Inb.3,5,4,0.025548021,25.5480208
Inb.3,5,5,0.0241072,24.10719986
Inb.3,5,6,0.035745936,35.74593556
Inb.3,5,7,0.020977657,20.97765746
Inb.3,5,8,0.019436383,19.43638284
Inb.3,5,9,0.00586675,5.866749865
Inb.3,5,10,0.032351646,32.3516462
Inb.3,5,11,0.020570524,20.57052401
Inb.3,5,12,0.023915026,23.91502646
Inb.3,6,1,0.039191831,39.19183087
Inb.3,6,2,0.023597012,23.59701169
Inb.3,6,3,0.021153775,21.15377494
Inb.3,6,4,0.019941442,19.94144196
Inb.3,6,5,0.009725268,9.72526795
Inb.3,6,6,0.042946676,42.94667553
Inb.3,6,7,0.042852356,42.85235637
Inb.3,6,8,0.039369706,39.36970578
Inb.3,6,9,0.041454096,41.45409573
Inb.3,6,10,0.036502883,36.50288343
Inb.3,6,11,0.02845591,28.45591017
Inb.3,7,1,0.018776337,18.77633664
Inb.3,7,2,0.028169923,28.16992327
Inb.3,7,3,0.02725371,27.25371018
Inb.3,7,4,0.037701477,37.70147658
Inb.3,7,5,0.025548021,25.5480208
Inb.3,7,6,0.019325318,19.32531807
Inb.3,7,7,0.022170422,22.17042173
Inb.3,7,8,0.017814553,17.81455306
Inb.3,7,9,0.021747948,21.74794786
Inb.3,7,10,0.013802776,13.80277567
Inb.3,7,11,0.027744546,27.74454576
Inb.3,8,1,0.022907329,22.90732933
Inb.3,8,2,0.032901743,32.90174348
Inb.3,8,3,0.044765132,44.76513178
Inb.3,8,4,0.02725371,27.25371018
Inb.3,8,5,0.038661422,38.66142236
Inb.3,8,6,0.032351646,32.3516462
Inb.3,8,7,0.034917238,34.91723783
Inb.3,8,8,0.022907329,22.90732933
Inb.3,8,9,0.028961033,28.96103298
Inb.3,8,10,0.017972514,17.97251369
Inb.3,8,11,0.03778808,37.78808024
Inb.3,8,12,0.009585673,9.585672948
Inb.3,9,1,0.026425807,26.42580684
Inb.3,9,2,0.02449463,24.49462965
Inb.3,9,3,0.038926024,38.92602433
Inb.3,9,4,0.02925234,29.25234044
Inb.3,9,5,0.031730512,31.73051172
Inb.3,9,6,0.021688036,21.68803619
Inb.3,9,7,0.036081052,36.08105154
Inb.3,9,8,0.02656261,26.56260971
Inb.3,9,9,0.035164487,35.16448722
Inb.3,9,10,0.029692954,29.69295412
Inb.3,9,11,0.030212569,30.21256913
Inb.3,11,1,0.018830761,18.83076077
Inb.3,11,2,0.019269945,19.2699447
Inb.3,11,3,0.029325471,29.32547126
Inb.3,11,4,0.008516689,8.516689227
Inb.3,11,5,0.015080317,15.08031657
Inb.3,11,6,0.015033386,15.03338615
Inb.3,11,7,0.020054853,20.05485274
Inb.3,11,8,0.011043094,11.04309409
Inb.3,11,9,0.043135729,43.13572886
Inb.3,11,10,0.031962497,31.96249667
Inb.3,11,11,0.021153775,21.15377494
Inb.3,12,1,0.049378707,49.37870652
Inb.3,12,2,0.011312426,11.31242612
Inb.3,12,3,0.022536868,22.53686763
Inb.3,12,4,0.038573489,38.57348891
Inb.3,12,5,0.039014493,39.01449254
Inb.3,12,6,0.005333017,5.333016565
Inb.3,12,7,0.04958618,49.5861798
Inb.3,12,8,0.031117379,31.11737886
Inb.3,12,9,0.014341069,14.34106928
Inb.3,12,10,0.035081942,35.08194151
Inb.3,12,11,0.022907329,22.90732933
Inb.3,12,12,0.060124117,60.12411657
Inb.3,13,1,0.025950697,25.95069679
Inb.3,13,2,0.023407563,23.4075629
Inb.3,13,3,0.035829519,35.82951917
Inb.3,13,4,0.021747948,21.74794786
Inb.3,13,5,0.029619213,29.61921337
Inb.3,13,6,0.034507736,34.50773571
Inb.3,13,7,0.03744246,37.44245971
Inb.3,13,8,0.025614842,25.6148421
Inb.3,13,9,0.036081052,36.08105154
Inb.3,13,10,0.017294706,17.29470638
Inb.3,13,11,0.029692954,29.69295412
Inb.3,13,12,0.023219131,23.21913083
Inb.3,14,1,0.022536868,22.53686763
Inb.3,14,2,0.039906558,39.90655805
Inb.3,14,3,0.022170422,22.17042173
Inb.3,14,4,0.017919757,17.91975684
Inb.3,14,5,0.015080317,15.08031657
Inb.3,14,6,0.014205207,14.20520743
Inb.3,14,7,0.024951851,24.95185105
Inb.3,14,8,0.020512796,20.51279573
Inb.3,14,9,0.012809026,12.80902614
Inb.3,14,10,0.018722017,18.72201748
Inb.3,14,11,0.018939924,18.93992433
Inb.3,14,12,0.039637526,39.63752599
Inb.3,16,1,0.012228146,12.22814576
Inb.3,16,2,0.004262681,4.262680986
Inb.3,16,3,0.013891539,13.89153923
Inb.3,16,4,0.022475515,22.47551503
Inb.3,16,5,0.030362136,30.36213604
Inb.3,16,6,0.073399324,73.39932401
Inb.3,16,7,0.016785072,16.78507248
Inb.3,16,8,0.023031713,23.03171275
Inb.3,16,9,0.017089633,17.08963296
Inb.3,16,10,0.026631188,26.63118784
Inb.3,16,11,0.021628235,21.62823465
Inb.3,17,1,0.002499762,2.499761719
Inb.3,17,2,0.006120687,6.120687217
Inb.3,17,3,0.004043956,4.043955775
Inb.3,17,4,0.021153775,21.15377494
Inb.3,17,5,0.021212699,21.21269907
Inb.3,17,6,0.036333758,36.33375838
Inb.3,17,7,0.0243004,24.30040002
Inb.3,18,1,0.052444201,52.44420093
Inb.3,18,2,0.035081942,35.08194151
Inb.3,18,3,0.03744246,37.44245971
Inb.3,18,4,0.038926024,38.92602433
Inb.3,18,5,0.036757554,36.7575538
Inb.3,18,6,0.037961685,37.96168524
Inb.3,18,7,0.025017629,25.01762918
Inb.3,18,8,0.030287291,30.28729103
Inb.3,18,9,0.027184067,27.184067
Inb.3,18,10,0.042852356,42.85235637
Inb.3,18,11,0.024365029,24.36502871
Inb.3,18,12,0.035745936,35.74593556
Inb.3,19,1,0.02656261,26.56260971
Inb.3,19,2,0.036502883,36.50288343
Inb.3,19,3,0.029619213,29.61921337
Inb.3,19,4,0.025614842,25.6148421
Inb.3,19,5,0.026085856,26.0858564
Inb.3,19,6,0.034182449,34.18244892
Inb.3,19,7,0.030662749,30.66274907
Inb.3,19,8,0.039280701,39.2807012
Inb.3,19,9,0.037874816,37.87481643
Inb.3,19,10,0.033378189,33.37818938
Inb.3,20,1,0.045447813,45.44781275
Inb.3,20,2,0.02449463,24.49462965
Inb.3,20,3,0.030063494,30.06349422
Inb.3,20,4,0.037701477,37.70147658
Inb.3,20,5,0.03266523,32.66523026
Inb.3,20,6,0.041823944,41.82394422
Inb.3,20,7,0.03096534,30.96533982
Inb.3,20,8,0.030437104,30.43710424
Inb.3,20,9,0.036842706,36.8427064
Inb.3,20,10,0.033859213,33.85921278
Inb.3,20,11,0.024820641,24.82064088
Inb.3,21,1,0.039637526,39.63752599
Inb.3,21,2,0.033538021,33.53802082
Inb.3,21,3,0.020397663,20.39766337
Inb.3,21,4,0.032586645,32.58664514
Inb.3,21,5,0.036249392,36.2493921
Inb.3,21,6,0.036502883,36.50288343
Inb.3,21,7,0.030287291,30.28729103
Inb.3,21,8,0.036672533,36.67253251
Inb.3,21,9,0.037184632,37.1846319
Inb.3,21,10,0.038310489,38.31048875
Inb.3,21,11,0.031346369,31.34636928
Inb.3,21,12,0.035662482,35.66248205
Inb.3,22,1,0.020570524,20.57052401
Inb.3,22,2,0.015844541,15.84454135
Inb.3,22,3,0.011157992,11.15799242
Inb.3,22,4,0.013321328,13.32132766
Inb.3,22,5,0.029398724,29.39872386
Inb.3,22,6,0.028027651,28.0276512
Inb.3,22,7,0.029398724,29.39872386
Inb.3,22,8,0.038223088,38.22308843
Inb.3,22,9,0.03883769,38.83768997
Inb.3,22,10,0.018184577,18.18457658
Inb.3,22,11,0.043230463,43.23046322
Inb.3,22,12,0.037961685,37.96168524
Inb.3,23,1,0.032429853,32.42985321
Inb.3,23,2,0.027533472,27.53347236
Inb.3,23,3,0.039637526,39.63752599
Inb.3,23,4,0.028671666,28.67166594
Inb.3,23,5,0.018994664,18.99466396
Inb.3,23,6,0.03393983,33.93982992
Inb.3,23,7,0.024429772,24.42977188
Inb.3,23,8,0.018559689,18.55968875
Inb.3,23,9,0.023851196,23.85119635
Inb.3,23,10,0.024624689,24.62468936
Inb.3,23,11,0.031117379,31.11737886
Inb.3,23,12,0.010778071,10.77807128
Inb.3,24,1,0.033458041,33.45804147
Inb.3,24,2,0.012228146,12.22814576
Inb.3,24,3,0.037098953,37.09895306
Inb.3,24,4,0.026425807,26.42580684
Inb.3,24,5,0.012065467,12.06546748
Inb.3,24,6,0.027184067,27.184067
Inb.3,24,7,0.052228825,52.2288246
Inb.3,24,8,0.022475515,22.47551503
Inb.3,24,9,0.033859213,33.85921278
Inb.3,24,10,0.01734623,17.3462298
Inb.3,24,11,0.028527708,28.52770805
Inb.3,24,12,0.03157648,31.57648038
Inb.3,27,1,0.0243004,24.30040002
Inb.3,27,2,0.031730512,31.73051172
Inb.3,27,3,0.015844541,15.84454135
Inb.3,27,4,0.017243285,17.24328509
Inb.3,27,5,0.014707597,14.70759667
Inb.3,27,6,0.065472685,65.47268509
Inb.3,27,7,0.042570228,42.57022764
Inb.3,27,8,0.031885043,31.88504316
Inb.3,27,9,0.037874816,37.87481643
Inb.3,27,10,0.045154392,45.15439162
Inb.3,27,11,0.028384233,28.38423284
Inb.3,31,1,0.019104459,19.10445944
Inb.3,31,2,0.021212699,21.21269907
Inb.3,31,3,0.012683037,12.68303663
Inb.3,31,4,0.027045137,27.04513678
Inb.3,31,5,0.031117379,31.11737886
Inb.3,31,6,0.024886188,24.88618831
Inb.3,31,7,0.015127345,15.12734455
Inb.3,31,8,0.027393353,27.39335317
Inb.3,31,9,0.032429853,32.42985321
Inb.3,31,10,0.030063494,30.06349422
Inb.3,31,11,0.020225774,20.22577386
Inb.3,31,12,0.012641224,12.64122445
Inb.3,32,1,0.024235886,24.23588571
Inb.3,32,2,0.026289474,26.28947448
Inb.3,32,3,0.020744359,20.74435851
Inb.3,32,4,0.009481858,9.481857903
Inb.3,32,5,0.026221484,26.2214845
Inb.3,32,6,0.022109736,22.10973631
Inb.3,32,7,0.078083017,78.08301749
Inb.3,32,8,0.033538021,33.53802082
Inb.3,32,9,0.03219561,32.19560959
Inb.3,32,10,0.036418255,36.41825545
Inb.3,32,11,0.032980834,32.98083418
Inb.3,32,12,0.038048687,38.04868678
Inb.3,33,1,0.003398008,3.398008376
