Gen,Family,follicle.count,TV.follicles.mm3,TV.follicles.microns
Inb.3,33,2,0.002528222,2.528221733
Inb.3,33,3,0.003078086,3.07808617
Inb.3,33,4,0.003592978,3.592978267
Inb.3,33,5,0.001867477,1.867477204
Inb.3,33,6,0.005380142,5.380141624
Inb.3,33,7,0.005101515,5.101514877
Inb.3,33,8,0.002471516,2.471516093
Inb.3,34,1,0.031269915,31.26991476
Inb.3,34,2,0.016039549,16.03954892
Inb.3,34,3,0.029914911,29.9149105
Inb.3,34,4,0.042852356,42.85235637
Inb.3,34,5,0.029033678,29.03367768
Inb.3,34,6,0.010966935,10.96693509
Inb.3,34,7,0.02109496,21.09496003
Inb.3,34,8,0.015699328,15.69932752
Inb.3,34,9,0.032508186,32.50818615
Inb.3,34,10,0.017089633,17.08963296
Inb.3,34,11,0.01613765,16.13764986
Inb.3,34,12,0.011904238,11.90423843
Inb.3,35,1,0.040176805,40.17680471
Inb.3,35,2,0.019884897,19.88489726
Inb.3,35,3,0.018237852,18.23785167
Inb.3,35,4,0.049378707,49.37870652
Inb.3,35,5,0.03692799,36.92799041
Inb.3,35,6,0.034101448,34.10144789
Inb.3,35,7,0.045349865,45.34986491
Inb.3,35,8,0.015459281,15.45928083
Inb.3,35,9,0.020054853,20.05485274
Inb.3,35,10,0.036165157,36.16515652
Inb.3,35,11,0.037874816,37.87481643
Inb.3,38,1,0.037701477,37.70147658
Inb.3,38,2,0.022170422,22.17042173
Inb.3,38,3,0.017140748,17.14074848
Inb.3,38,4,0.021928345,21.92834466
Inb.3,38,5,0.025414727,25.41472705
Inb.3,38,6,0.024820641,24.82064088
Inb.3,38,7,0.012025025,12.0250246
Inb.3,38,8,0.018722017,18.72201748
Inb.3,38,9,0.017867103,17.86710333
Inb.3,38,10,0.035495965,35.49596489
Inb.3,38,11,0.009040651,9.040650591
Inb.3,39,1,0.01633505,16.33505014
Inb.3,39,2,0.037270443,37.27044255
Inb.3,39,3,0.013758536,13.75853604
Inb.3,39,4,0.021928345,21.92834466
Inb.3,39,5,0.014615386,14.61538631
Inb.3,39,6,0.02080252,20.80252023
Inb.3,39,7,0.019547872,19.54787234
Inb.3,39,8,0.030063494,30.06349422
Inb.3,39,9,0.050421884,50.4218845
Inb.3,39,10,0.027885859,27.88585897
Inb.3,39,11,0.017919757,17.91975684
Inb.3,39,12,0.022353144,22.35314407
Inb.3,40,1,0.045154392,45.15439162
Inb.3,40,2,0.044378116,44.3781155
Inb.3,40,3,0.037098953,37.09895306
Inb.3,40,4,0.027885859,27.88585897
Inb.3,40,5,0.025614842,25.6148421
Inb.3,40,6,0.014939818,14.93981763
Inb.3,40,7,0.02091917,20.9191696
Inb.3,40,8,0.023094073,23.09407295
Inb.3,40,9,0.030662749,30.66274907
Inb.3,40,10,0.029398724,29.39872386
Inb.3,40,11,0.012106001,12.10600093
Inb.3,42,1,0.031346369,31.34636928
Inb.3,42,2,0.03219561,32.19560959
Inb.3,42,3,0.034426221,34.42622141
Inb.3,42,4,0.033060052,33.06005152
Inb.3,42,5,0.020054853,20.05485274
Inb.3,42,6,0.027045137,27.04513678
Inb.3,42,7,0.042195986,42.19598604
Inb.3,42,8,0.031117379,31.11737886
Inb.3,42,9,0.031807715,31.80771488
Inb.3,42,10,0.014939818,14.93981763
Inb.3,42,11,0.013495082,13.49508193
Inb.3,43,1,0.03883769,38.83768997
Inb.3,43,2,0.030889506,30.88950637
Inb.3,43,3,0.041178145,41.17814482
Inb.3,43,4,0.023660388,23.66038769
Inb.3,43,5,0.024429772,24.42977188
Inb.3,43,6,0.045349865,45.34986491
Inb.3,43,7,0.020054853,20.05485274
Inb.3,43,8,0.020225774,20.22577386
Inb.3,43,9,0.030437104,30.43710424
Inb.3,43,10,0.02449463,24.49462965
Inb.3,43,11,0.036502883,36.50288343
Inb.3,43,12,0.019547872,19.54787234
Inb.3,44,1,0.032429853,32.42985321
Inb.3,44,2,0.027323472,27.32347221
Inb.3,44,3,0.03219561,32.19560959
Inb.3,44,4,0.02683763,26.83763024
Inb.3,44,5,0.021868102,21.86810199
Inb.3,44,6,0.022475515,22.47551503
Inb.3,44,7,0.025816005,25.81600486
Inb.3,44,8,0.025281898,25.28189774
Inb.3,44,9,0.026018218,26.01821809
Inb.3,44,10,0.023533749,23.53374895
Inb.3,44,11,0.031807715,31.80771488
Inb.3,44,12,0.027885859,27.88585897
Inb.3,45,1,0.030212569,30.21256913
Inb.3,45,2,0.028384233,28.38423284
Inb.3,45,3,0.030738211,30.73821109
Inb.3,45,4,0.027463353,27.46335319
Inb.3,45,5,0.02397897,23.97897035
Inb.3,45,6,0.023597012,23.59701169
Inb.3,45,7,0.026085856,26.0858564
Inb.3,45,8,0.024235886,24.23588571
Inb.3,45,9,0.021868102,21.86810199
Inb.3,45,10,0.023851196,23.85119635
Inb.3,45,11,0.029325471,29.32547126
Inb.3,45,12,0.017605382,17.60538237
Inb.4,1,1,0.034344836,34.34483558
Inb.4,1,2,0.029619213,29.61921337
Inb.4,1,3,0.039906558,39.90655805
Inb.4,1,4,0.046534563,46.53456278
Inb.4,1,5,0.041823944,41.82394422
Inb.4,1,6,0.048657109,48.65710853
Inb.4,1,7,0.032822779,32.82277933
Inb.4,1,8,0.025017629,25.01762918
Inb.4,1,9,0.023407563,23.4075629
Inb.4,1,10,0.023723877,23.72387707
Inb.4,1,11,0.038926024,38.92602433
Inb.4,1,12,0.029106444,29.10644375
Inb.4,2,1,0.033618128,33.61812752
Inb.4,2,2,0.025481316,25.48131582
Inb.4,2,3,0.035662482,35.66248205
Inb.4,2,4,0.021868102,21.86810199
Inb.4,2,5,0.027184067,27.184067
Inb.4,2,6,0.017140748,17.14074848
Inb.4,2,7,0.023470599,23.47059939
Inb.4,2,8,0.026631188,26.63118784
Inb.4,2,9,0.013149071,13.14907126
Inb.4,2,10,0.022049162,22.04916172
Inb.4,2,11,0.02725371,27.25371018
Inb.4,2,12,0.029033678,29.03367768
Inb.4,5,1,0.027323472,27.32347221
Inb.4,5,2,0.038048687,38.04868678
Inb.4,5,3,0.034589379,34.58937859
Inb.4,5,4,0.02845591,28.45591017
Inb.4,5,5,0.022721595,22.72159514
Inb.4,5,6,0.031269915,31.26991476
Inb.4,5,7,0.024820641,24.82064088
Inb.4,5,8,0.037615005,37.61500534
Inb.4,5,9,0.033060052,33.06005152
Inb.4,5,10,0.031193585,31.19358465
Inb.4,6,1,0.025614842,25.6148421
Inb.4,6,2,0.037961685,37.96168524
Inb.4,6,3,0.033538021,33.53802082
Inb.4,6,4,0.032040076,32.04007552
Inb.4,6,5,0.030063494,30.06349422
Inb.4,6,6,0.016987707,16.98770699
Inb.4,6,7,0.029106444,29.10644375
Inb.4,6,8,0.018939924,18.93992433
Inb.4,6,9,0.018184577,18.18457658
Inb.4,6,10,0.023533749,23.53374895
Inb.4,6,11,0.032351646,32.3516462
Inb.4,6,12,0.021036254,21.03625424
Inb.4,7,1,0.006250359,6.250358528
Inb.4,7,2,0.008940816,8.940816093
Inb.4,7,3,0.013149071,13.14907126
Inb.4,7,4,0.009620446,9.62044561
Inb.4,7,5,0.009620446,9.62044561
Inb.4,7,6,0.010778071,10.77807128
Inb.4,7,7,0.008548828,8.548827643
Inb.4,7,8,0.008388941,8.388941033
Inb.4,7,9,0.002933825,2.933824924
Inb.4,7,10,0.00651517,6.51516974
Inb.4,7,11,0.010008511,10.00851064
Inb.4,7,12,0.019214677,19.2146772
Inb.4,8,1,0.038661422,38.66142236
Inb.4,8,2,0.021390128,21.39012779
Inb.4,8,3,0.03692799,36.92799041
Inb.4,8,4,0.064477551,64.47755061
Inb.4,8,5,0.036587642,36.58764242
Inb.4,8,6,0.030889506,30.88950637
Inb.4,8,7,0.01628555,16.28555002
Inb.4,8,8,0.016835579,16.83557918
Inb.4,8,9,0.02888851,28.88850956
Inb.4,8,10,0.036418255,36.41825545
Inb.4,8,11,0.021988698,21.98869787
Inb.4,9,1,0.033778723,33.7787234
Inb.4,9,2,0.042382831,42.38283146
Inb.4,9,3,0.039727069,39.72706856
Inb.4,9,4,0.03157648,31.57648038
Inb.4,9,5,0.039548118,39.54811807
Inb.4,9,6,0.036081052,36.08105154
Inb.4,9,7,0.032980834,32.98083418
Inb.4,9,8,0.025281898,25.28189774
Inb.4,9,9,0.028816107,28.81610731
Inb.4,9,10,0.031807715,31.80771488
Inb.4,9,11,0.017501414,17.50141385
Inb.4,9,12,0.026085856,26.0858564
Inb.4,11,1,0.007739176,7.73917614
Inb.4,11,2,0.006146477,6.146476596
Inb.4,11,3,0.011864157,11.86415686
Inb.4,11,4,0.012641224,12.64122445
Inb.4,11,5,0.010928987,10.92898725
Inb.4,11,6,0.01310624,13.10624044
Inb.4,11,7,0.012106001,12.10600093
Inb.4,11,8,0.016886187,16.8861871
Inb.4,11,9,0.015033386,15.03338615
Inb.4,11,10,0.01628555,16.28555002
Inb.4,11,11,0.015941846,15.94184635
Inb.4,11,12,0.008940816,8.940816093
Inb.4,12,1,0.022231218,22.2312181
Inb.4,12,2,0.014432123,14.43212342
Inb.4,12,3,0.016484152,16.48415211
Inb.4,12,4,0.019884897,19.88489726
Inb.4,12,5,0.04228934,42.28933995
Inb.4,12,6,0.011784264,11.78426381
Inb.4,12,7,0.016936896,16.93689634
Inb.4,12,8,0.016584056,16.58405579
Inb.4,12,9,0.018613694,18.61369363
Inb.4,12,10,0.033859213,33.85921278
Inb.4,12,11,0.020397663,20.39766337
Inb.4,12,12,0.019436383,19.43638284
Inb.4,13,1,0.025215657,25.21565699
Inb.4,13,2,0.025950697,25.95069679
Inb.4,13,3,0.01638465,16.38465046
Inb.4,13,4,0.015221694,15.22169362
Inb.4,13,5,0.011586102,11.58610213
Inb.4,13,6,0.011157992,11.15799242
Inb.4,13,7,0.0241072,24.10719986
Inb.4,13,8,0.018451993,18.45199257
Inb.4,13,9,0.02683763,26.83763024
Inb.4,13,10,0.022721595,22.72159514
Inb.4,13,11,0.028312676,28.31267599
Inb.4,13,12,0.015747633,15.74763311
Inb.4,14,1,0.027815143,27.81514254
Inb.4,14,2,0.02091917,20.9191696
Inb.4,14,3,0.017657521,17.65752069
Inb.4,14,4,0.024689892,24.68989151
Inb.4,14,5,0.025215657,25.21565699
Inb.4,14,6,0.035913233,35.91323296
Inb.4,14,7,0.044378116,44.3781155
Inb.4,14,8,0.027533472,27.53347236
Inb.4,14,9,0.018237852,18.23785167
Inb.4,14,10,0.012641224,12.64122445
Inb.4,14,11,0.0241072,24.10719986
Inb.4,16,1,0.032273565,32.27356503
Inb.4,16,2,0.013980683,13.98068252
Inb.4,16,3,0.055521923,55.52192339
Inb.4,16,4,0.026699884,26.69988391
Inb.4,16,5,0.057677511,57.67751125
Inb.4,16,6,0.050002868,50.00286822
Inb.4,16,7,0.011625555,11.62555534
Inb.4,16,8,0.041916749,41.9167488
Inb.4,17,1,0.031730512,31.73051172
Inb.4,17,2,0.020977657,20.97765746
Inb.4,17,3,0.028527708,28.52770805
Inb.4,17,4,0.028241239,28.2412395
Inb.4,17,5,0.036333758,36.33375838
Inb.4,17,6,0.019380797,19.38079742
Inb.4,17,7,0.024755209,24.75520865
Inb.4,17,8,0.024365029,24.36502871
Inb.4,17,9,0.027463353,27.46335319
Inb.4,17,10,0.050107404,50.1074038
Inb.4,17,11,0.041269992,41.26999195
Inb.4,17,12,0.022969465,22.96946491
Inb.4,18,1,0.076963565,76.96356488
Inb.4,18,2,0.03483508,34.83507965
Inb.4,18,3,0.014160112,14.16011157
Inb.4,18,4,0.026768698,26.76869801
Inb.4,18,5,0.033298464,33.29846444
Inb.4,18,6,0.029766817,29.76681716
Inb.4,18,7,0.03219561,32.19560959
Inb.4,18,8,0.03096534,30.96533982
Inb.4,18,9,0.013235013,13.23501263
Inb.4,18,10,0.02180797,21.80796976
Inb.4,18,11,0.023533749,23.53374895
Inb.4,18,12,0.02925234,29.25234044
Inb.4,19,1,0.037615005,37.61500534
Inb.4,19,2,0.027463353,27.46335319
Inb.4,19,3,0.02725371,27.25371018
Inb.4,19,4,0.023344639,23.34463938
Inb.4,19,5,0.031346369,31.34636928
Inb.4,19,6,0.028169923,28.16992327
Inb.4,19,7,0.02725371,27.25371018
Inb.4,19,8,0.010665801,10.66580061
Inb.4,19,9,0.023533749,23.53374895
Inb.4,19,10,0.037615005,37.61500534
Inb.4,19,11,0.039369706,39.36970578
Inb.4,19,12,0.009378795,9.378795137
Inb.4,20,1,0.010891127,10.89112705
Inb.4,20,2,0.017089633,17.08963296
Inb.4,20,3,0.047235071,47.23507141
Inb.4,20,4,0.042758175,42.7581754
Inb.4,20,5,0.035662482,35.66248205
Inb.4,20,6,0.046137399,46.13739939
Inb.4,20,7,0.032273565,32.27356503
Inb.4,20,8,0.046634208,46.63420849
Inb.4,20,9,0.030287291,30.28729103
Inb.4,20,10,0.036757554,36.7575538
Inb.4,20,11,0.044378116,44.3781155
Inb.4,20,12,0.043325336,43.32533619
Inb.4,21,1,0.044378116,44.3781155
Inb.4,21,2,0.028599627,28.59962661
Inb.4,21,3,0.035329967,35.32996689
Inb.4,21,4,0.015555004,15.55500366
Inb.4,21,5,0.044281711,44.28171123
Inb.4,21,6,0.027603711,27.60371077
Inb.4,21,7,0.044281711,44.28171123
Inb.4,21,8,0.03483508,34.83507965
Inb.4,21,9,0.033378189,33.37818938
Inb.4,21,10,0.039816746,39.81674588
Inb.4,21,11,0.041546353,41.54635258
Inb.4,22,1,0.024559602,24.55960211
Inb.4,22,2,0.014523562,14.52356216
Inb.4,22,3,0.031117379,31.11737886
Inb.4,22,4,0.037098953,37.09895306
Inb.4,22,5,0.017449583,17.44958343
Inb.4,22,6,0.013802776,13.80277567
Inb.4,22,7,0.02180797,21.80796976
Inb.4,22,8,0.018078338,18.07833784
Inb.4,22,9,0.013149071,13.14907126
Inb.4,22,10,0.03393983,33.93982992
Inb.4,22,11,0.021988698,21.98869787
Inb.4,23,1,0.03467115,34.67115014
Inb.4,23,2,0.026357582,26.3575819
Inb.4,23,3,0.026631188,26.63118784
Inb.4,23,4,0.02925234,29.25234044
Inb.4,23,5,0.03467115,34.67115014
Inb.4,23,6,0.02845591,28.45591017
Inb.4,23,7,0.031499652,31.49965199
Inb.4,23,8,0.034507736,34.50773571
Inb.4,23,9,0.022414274,22.41427388
Inb.4,23,10,0.018131405,18.13140534
Inb.4,23,11,0.031041297,31.04129728
Inb.4,24,1,0.059888182,59.88818178
Inb.4,24,2,0.046038463,46.0384629
Inb.4,24,3,0.018939924,18.93992433
Inb.4,24,4,0.034101448,34.10144789
Inb.4,24,5,0.020340259,20.3402591
Inb.4,24,6,0.025548021,25.5480208
Inb.4,24,7,0.048965498,48.96549774
Inb.4,24,8,0.052876728,52.87672825
Inb.4,24,9,0.031730512,31.73051172
Inb.4,24,10,0.029840803,29.84080258
Inb.4,24,11,0.017089633,17.08963296
Inb.4,27,1,0.021688036,21.68803619
Inb.4,27,2,0.079497531,79.49753083
Inb.4,27,3,0.033458041,33.45804147
Inb.4,27,4,0.031193585,31.19358465
Inb.4,27,5,0.041546353,41.54635258
Inb.4,27,6,0.031269915,31.26991476
Inb.4,27,7,0.022475515,22.47551503
Inb.4,27,8,0.054298855,54.29885471
Inb.4,27,9,0.056763222,56.76322175
Inb.4,27,10,0.022109736,22.10973631
Inb.4,27,11,0.026425807,26.42580684
Inb.4,27,12,0.052768374,52.76837433
Inb.4,31,1,0.023219131,23.21913083
Inb.4,31,2,0.039727069,39.72706856
Inb.4,31,3,0.041086434,41.08643406
Inb.4,31,4,0.029692954,29.69295412
Inb.4,31,5,0.033060052,33.06005152
Inb.4,31,6,0.027114543,27.11454257
Inb.4,31,7,0.028169923,28.16992327
Inb.4,31,8,0.055521923,55.52192339
Inb.4,31,9,0.030813797,30.81379683
Inb.4,31,10,0.04210277,42.1027696
Inb.4,31,11,0.039103095,39.10309468
Inb.4,31,12,0.030362136,30.36213604
Inb.4,32,1,0.032743942,32.74394162
Inb.4,32,2,0.043041133,43.041133
Inb.4,32,3,0.03219561,32.19560959
Inb.4,32,4,0.030287291,30.28729103
Inb.4,32,5,0.030063494,30.06349422
Inb.4,32,6,0.029914911,29.9149105
Inb.4,32,7,0.036081052,36.08105154
Inb.4,32,8,0.040903421,40.90342126
Inb.4,32,9,0.025414727,25.41472705
Inb.4,32,10,0.048350017,48.35001689
Inb.4,32,11,0.041269992,41.26999195
Inb.4,33,1,0.029914911,29.9149105
Inb.4,33,2,0.025481316,25.48131582
Inb.4,33,3,0.026153612,26.15361184
Inb.4,33,4,0.022907329,22.90732933
Inb.4,33,5,0.032429853,32.42985321
Inb.4,33,6,0.02568178,25.6817798
Inb.4,33,7,0.022353144,22.35314407
Inb.4,33,8,0.022659908,22.65990758
Inb.4,33,9,0.031962497,31.96249667
Inb.4,33,10,0.032508186,32.50818615
Inb.4,33,11,0.031269915,31.26991476
Inb.4,34,1,0.014025397,14.02539683
Inb.4,34,2,0.010443604,10.44360365
Inb.4,34,3,0.042758175,42.7581754
Inb.4,34,4,0.017553347,17.55334679
Inb.4,34,5,0.01628555,16.28555002
Inb.4,34,6,0.019269945,19.2699447
Inb.4,34,7,0.03778808,37.78808024
Inb.4,34,8,0.017397855,17.39785545
Inb.4,34,9,0.016987707,16.98770699
Inb.4,34,10,0.020628361,20.6283605
Inb.4,34,11,0.025883292,25.88329242
Inb.4,34,12,0.016785072,16.78507248
Inb.4,35,1,0.029545595,29.54559482
Inb.4,35,2,0.034101448,34.10144789
Inb.4,35,3,0.027956695,27.95669515
Inb.4,35,4,0.028027651,28.0276512
Inb.4,35,5,0.029914911,29.9149105
Inb.4,35,6,0.021628235,21.62823465
Inb.4,35,7,0.026085856,26.0858564
Inb.4,35,8,0.025548021,25.5480208
Inb.4,35,9,0.028384233,28.38423284
Inb.4,35,10,0.028743826,28.74382614
Inb.4,35,11,0.022907329,22.90732933
Inb.4,35,12,0.031422948,31.42294833
Inb.4,38,1,0.033139396,33.13939561
Inb.4,38,2,0.018237852,18.23785167
Inb.4,38,3,0.064106991,64.10699088
Inb.4,38,4,0.020744359,20.74435851
Inb.4,38,5,0.045939668,45.93966795
Inb.4,38,6,0.020340259,20.3402591
Inb.4,38,7,0.020225774,20.22577386
Inb.4,38,8,0.033218867,33.21886655
Inb.4,38,9,0.023219131,23.21913083
Inb.4,38,10,0.015269015,15.26901491
Inb.4,38,11,0.016484152,16.48415211
Inb.4,39,1,0.012641224,12.64122445
Inb.4,39,2,0.012228146,12.22814576
Inb.4,39,3,0.025348254,25.34825439
Inb.4,39,4,0.023533749,23.53374895
Inb.4,39,5,0.031653434,31.65343359
Inb.4,39,6,0.026631188,26.63118784
Inb.4,39,7,0.014615386,14.61538631
Inb.4,39,8,0.039191831,39.19183087
Inb.4,39,9,0.02925234,29.25234044
Inb.4,39,10,0.037013406,37.01340593
Inb.4,39,11,0.019214677,19.2146772
Inb.4,39,12,0.038661422,38.66142236
Inb.4,40,1,0.021747948,21.74794786
Inb.4,40,2,0.026289474,26.28947448
Inb.4,40,3,0.019049509,19.04950897
Inb.4,40,4,0.033218867,33.21886655
Inb.4,40,5,0.025414727,25.41472705
Inb.4,40,6,0.015844541,15.84454135
Inb.4,40,7,0.027815143,27.81514254
Inb.4,40,8,0.028961033,28.96103298
Inb.4,40,9,0.01734623,17.3462298
Inb.4,40,10,0.019380797,19.38079742
Inb.4,40,11,0.023344639,23.34463938
Inb.4,40,12,0.023094073,23.09407295
Inb.4,42,1,0.036418255,36.41825545
Inb.4,42,2,0.024559602,24.55960211
Inb.4,42,3,0.037874816,37.87481643
Inb.4,42,4,0.045154392,45.15439162
Inb.4,42,5,0.027815143,27.81514254
Inb.4,42,6,0.023094073,23.09407295
Inb.4,42,7,0.027533472,27.53347236
Inb.4,42,8,0.030212569,30.21256913
Inb.4,42,9,0.01633505,16.33505014
Inb.4,43,1,0.022414274,22.41427388
Inb.4,43,2,0.02180797,21.80796976
Inb.4,43,3,0.020860791,20.86079056
Inb.4,43,4,0.02144949,21.44948982
Inb.4,43,5,0.022049162,22.04916172
Inb.4,43,6,0.020686305,20.6863053
Inb.4,43,7,0.026768698,26.76869801
Inb.4,43,8,0.035829519,35.82951917
Inb.4,43,9,0.027603711,27.60371077
Inb.4,43,10,0.039906558,39.90655805
Inb.4,43,11,0.029545595,29.54559482
Inb.4,43,12,0.028027651,28.0276512
Inb.4,44,1,0.030813797,30.81379683
Inb.4,44,2,0.03013797,30.13797023
Inb.4,44,3,0.03266523,32.66523026
Inb.4,44,4,0.030889506,30.88950637
Inb.4,44,5,0.023597012,23.59701169
Inb.4,44,6,0.029692954,29.69295412
Inb.4,44,7,0.034344836,34.34483558
Inb.4,44,8,0.04447466,44.47465959
Inb.4,44,9,0.029989141,29.98914102
Inb.4,44,10,0.023851196,23.85119635
Inb.4,44,11,0.033538021,33.53802082
Inb.4,44,12,0.023851196,23.85119635
Inb.4,45,1,0.025548021,25.5480208
Inb.4,45,2,0.038485689,38.48568889
Inb.4,45,3,0.040267157,40.26715731
Inb.4,45,4,0.040903421,40.90342126
Inb.4,45,5,0.026425807,26.42580684
Inb.4,45,6,0.025083523,25.08352281
Inb.4,45,7,0.046733996,46.73399635
Inb.4,45,8,0.028743826,28.74382614
Inb.4,45,9,0.03266523,32.66523026
Inb.4,45,10,0.042758175,42.7581754
Inb.4,45,11,0.034426221,34.42622141
Inb.4,45,12,0.035412901,35.41290105
Inb.5,1,1,0.040812119,40.81211901
Inb.5,1,2,0.027184067,27.184067
Inb.5,1,3,0.040448269,40.44826869
Inb.5,1,4,0.027674069,27.67406854
Inb.5,1,5,0.028384233,28.38423284
Inb.5,1,6,0.022353144,22.35314407
Inb.5,1,7,0.018237852,18.23785167
Inb.5,1,8,0.015080317,15.08031657
Inb.5,1,9,0.013626385,13.62638452
Inb.5,1,10,0.048965498,48.96549774
Inb.5,1,11,0.034426221,34.42622141
Inb.5,1,12,0.031041297,31.04129728
Inb.5,2,1,0.02725371,27.25371018
Inb.5,2,2,0.027603711,27.60371077
Inb.5,2,3,0.02449463,24.49462965
Inb.5,2,4,0.029472098,29.47209835
Inb.5,2,5,0.038398022,38.39802221
Inb.5,2,6,0.04804422,48.04422008
Inb.5,2,7,0.027603711,27.60371077
Inb.5,2,8,0.023219131,23.21913083
Inb.5,2,9,0.034507736,34.50773571
Inb.5,2,10,0.034507736,34.50773571
Inb.5,2,11,0.026425807,26.42580684
Inb.5,2,12,0.018078338,18.07833784
Inb.5,5,1,0.025083523,25.08352281
Inb.5,5,2,0.047235071,47.23507141
Inb.5,5,3,0.022598332,22.59833178
Inb.5,5,4,0.016484152,16.48415211
Inb.5,5,5,0.02397897,23.97897035
Inb.5,5,6,0.019104459,19.10445944
Inb.5,5,7,0.041361976,41.36197555
Inb.5,5,8,0.059418166,59.4181655
Inb.5,5,9,0.035247162,35.24716231
Inb.5,5,10,0.028312676,28.31267599
Inb.5,6,11,0.020977657,20.97765746
Inb.5,6,1,0.025481316,25.48131582
Inb.5,6,2,0.007982593,7.982592688
Inb.5,6,3,0.037098953,37.09895306
Inb.5,6,4,0.016886187,16.8861871
Inb.5,6,5,0.006759803,6.759803327
Inb.5,6,6,0.01231003,12.3100304
Inb.5,6,7,0.011312426,11.31242612
Inb.5,6,8,0.018722017,18.72201748
Inb.5,6,9,0.028169923,28.16992327
Inb.5,6,10,0.012809026,12.80902614
Inb.5,7,1,0.030813797,30.81379683
Inb.5,7,2,0.025748834,25.74883403
Inb.5,7,3,0.032429853,32.42985321
Inb.5,7,4,0.021868102,21.86810199
Inb.5,7,5,0.027674069,27.67406854
Inb.5,7,6,0.01888529,18.88528997
Inb.5,7,7,0.01608855,16.08854954
Inb.5,7,8,0.019049509,19.04950897
Inb.5,7,9,0.022292126,22.29212552
Inb.5,7,10,0.02091917,20.9191696
Inb.5,7,11,0.028816107,28.81610731
Inb.5,7,12,0.022475515,22.47551503
Inb.5,8,1,0.025017629,25.01762918
Inb.5,8,2,0.03266523,32.66523026
Inb.5,8,3,0.018667803,18.66780317
Inb.5,8,4,0.028599627,28.59962661
Inb.5,8,5,0.059184082,59.18408239
Inb.5,8,6,0.029398724,29.39872386
Inb.5,8,7,0.03096534,30.96533982
Inb.5,8,8,0.036587642,36.58764242
Inb.5,8,9,0.019104459,19.10445944
Inb.5,8,10,0.014523562,14.52356216
Inb.5,8,11,0.017657521,17.65752069
Inb.5,8,12,0.026699884,26.69988391
Inb.5,9,1,0.026018218,26.01821809
Inb.5,9,2,0.035913233,35.91323296
Inb.5,9,3,0.026425807,26.42580684
Inb.5,9,4,0.042476461,42.47646066
Inb.5,9,5,0.030587411,30.58741066
Inb.5,9,6,0.02683763,26.83763024
Inb.5,9,7,0.012106001,12.10600093
Inb.5,9,8,0.015459281,15.45928083
Inb.5,9,9,0.015363952,15.36395152
Inb.5,9,10,0.042570228,42.57022764
Inb.5,9,11,0.028312676,28.31267599
Inb.5,11,1,0.015893144,15.89314421
Inb.5,11,2,0.026494149,26.49414941
Inb.5,11,3,0.025215657,25.21565699
Inb.5,11,4,0.036672533,36.67253251
Inb.5,11,5,0.011157992,11.15799242
Inb.5,11,6,0.017243285,17.24328509
Inb.5,11,7,0.019941442,19.94144196
Inb.5,11,8,0.020111719,20.11171901
Inb.5,11,9,0.030512196,30.51219574
Inb.5,11,10,0.026631188,26.63118784
Inb.5,12,1,0.015651121,15.65112082
Inb.5,12,2,0.014386548,14.38654833
Inb.5,12,3,0.029989141,29.98914102
Inb.5,12,4,0.008293973,8.293972796
Inb.5,12,5,0.012641224,12.64122445
Inb.5,12,6,0.020512796,20.51279573
Inb.5,12,7,0.024429772,24.42977188
Inb.5,12,8,0.021153775,21.15377494
Inb.5,12,9,0.031807715,31.80771488
Inb.5,12,10,0.016936896,16.93689634
Inb.5,13,1,0.03211778,32.11777979
Inb.5,13,2,0.025950697,25.95069679
Inb.5,13,3,0.034263578,34.26357812
Inb.5,13,4,0.02397897,23.97897035
Inb.5,13,5,0.022292126,22.29212552
Inb.5,13,6,0.025883292,25.88329242
Inb.5,13,7,0.015127345,15.12734455
Inb.5,13,8,0.02397897,23.97897035
Inb.5,14,1,0.050002868,50.00286822
Inb.5,14,2,0.026494149,26.49414941
Inb.5,14,3,0.022353144,22.35314407
Inb.5,14,4,0.022845306,22.84530591
Inb.5,14,5,0.030437104,30.43710424
Inb.5,14,6,0.020512796,20.51279573
Inb.5,14,7,0.03211778,32.11777979
Inb.5,14,8,0.038661422,38.66142236
Inb.5,14,9,0.03467115,34.67115014
Inb.5,14,10,0.036842706,36.8427064
Inb.5,14,11,0.036587642,36.58764242
Inb.5,16,1,0.013582523,13.5825228
Inb.5,16,2,0.010116128,10.11612812
Inb.5,16,3,0.023915026,23.91502646
Inb.5,16,4,0.012851207,12.85120731
Inb.5,16,5,0.006814985,6.814985123
Inb.5,16,6,0.002824791,2.824791472
Inb.5,17,1,0.031807715,31.80771488
Inb.5,17,2,0.034507736,34.50773571
Inb.5,17,3,0.027885859,27.88585897
Inb.5,17,4,0.038926024,38.92602433
Inb.5,17,5,0.025281898,25.28189774
Inb.5,17,6,0.017294706,17.29470638
Inb.5,17,7,0.033298464,33.29846444
Inb.5,17,8,0.020628361,20.6283605
Inb.5,17,9,0.025816005,25.81600486
Inb.5,18,1,0.034917238,34.91723783
Inb.5,18,2,0.033378189,33.37818938
Inb.5,18,3,0.038135821,38.13582114
Inb.5,18,4,0.043610788,43.61078771
Inb.5,18,5,0.015699328,15.69932752
Inb.5,18,6,0.031885043,31.88504316
Inb.5,18,7,0.029179331,29.17933131
Inb.5,18,8,0.014250399,14.25039894
Inb.5,18,9,0.01888529,18.88528997
Inb.5,18,10,0.037615005,37.61500534
Inb.5,18,11,0.047034214,47.03421383
