Gen,Family.ID,Sperm_ID,Sperm_length ,Unit
Inb.6,6,20.jpg,85,micrometer
Inb.6,6,19.jpg,77,micrometer
Inb.6,6,19.jpg,80,micrometer
Inb.6,6,18.jpg,68,micrometer
Inb.6,7,1.jpg,83,micrometer
Inb.6,7,1.jpg,77,micrometer
Inb.6,7,2.jpg,89,micrometer
Inb.6,7,3.jpg,74,micrometer
Inb.6,7,3.jpg,81,micrometer
Inb.6,7,4.jpg,79,micrometer
Inb.6,7,5.jpg,73,micrometer
Inb.6,7,5.jpg,80,micrometer
Inb.6,7,5.jpg,83,micrometer
Inb.6,7,5.jpg,72,micrometer
Inb.6,7,20.jpg,71,micrometer
Inb.6,7,20.jpg,81,micrometer
Inb.6,7,20.jpg,73,micrometer
Inb.6,7,20.jpg,87,micrometer
Inb.6,7,20.jpg,69,micrometer
Inb.6,7,19.jpg,79,micrometer
Inb.6,7,19.jpg,85,micrometer
Inb.6,7,19.jpg,78,micrometer
Inb.6,7,19.jpg,72,micrometer
Inb.6,7,18.jpg,77,micrometer
Inb.6,8,1.jpg,78,micrometer
Inb.6,8,10.jpg,67,micrometer
Inb.6,8,9.jpg,96,micrometer
Inb.6,8,2.jpg,65,micrometer
Inb.6,8,2.jpg,81,micrometer
Inb.6,8,3.jpg,77,micrometer
Inb.6,8,3.jpg,86,micrometer
Inb.6,8,3.jpg,65,micrometer
Inb.6,8,4.jpg,79,micrometer
Inb.6,8,11.jpg,72,micrometer
Inb.6,8,5.jpg,80,micrometer
Inb.6,8,5.jpg,79,micrometer
Inb.6,8,20.jpg,80,micrometer
Inb.6,8,20.jpg,78,micrometer
Inb.6,8,20.jpg,83,micrometer
Inb.6,8,19.jpg,81,micrometer
Inb.6,8,19.jpg,79,micrometer
Inb.6,8,19.jpg,75,micrometer
Inb.6,8,18.jpg,57,micrometer
Inb.6,8,18.jpg,77,micrometer
Inb.6,9,1.jpg,55,micrometer
Inb.6,9,1.jpg,81,micrometer
Inb.6,9,2.jpg,79,micrometer
Inb.6,9,2.jpg,62,micrometer
Inb.6,9,3.jpg,74,micrometer
Inb.6,9,3.jpg,63,micrometer
Inb.6,9,3.jpg,76,micrometer
Inb.6,9,3.jpg,80,micrometer
Inb.6,9,4.jpg,75,micrometer
Inb.6,9,4.jpg,79,micrometer
Inb.6,9,4.jpg,77,micrometer
Inb.6,9,20.jpg,69,micrometer
Inb.6,9,20.jpg,65,micrometer
Inb.6,9,20.jpg,78,micrometer
Inb.6,9,20.jpg,77,micrometer
Inb.6,9,19.jpg,81,micrometer
Inb.6,9,19.jpg,69,micrometer
Inb.6,9,19.jpg,81,micrometer
Inb.6,9,18.jpg,77,micrometer
Inb.6,9,18.jpg,77,micrometer
Inb.6,11,1.jpg,87,micrometer
Inb.6,11,1.jpg,79,micrometer
Inb.6,11,1.jpg,70,micrometer
Inb.6,11,2.jpg,89,micrometer
Inb.6,11,2.jpg,88,micrometer
Inb.6,11,3.jpg,84,micrometer
Inb.6,11,3.jpg,56,micrometer
Inb.6,11,3.jpg,79,micrometer
Inb.6,11,3.jpg,74,micrometer
Inb.6,11,4.jpg,84,micrometer
Inb.6,11,4.jpg,84,micrometer
Inb.6,11,21.jpg,75,micrometer
Inb.6,11,21.jpg,92,micrometer
Inb.6,11,21.jpg,78,micrometer
Inb.6,11,20.jpg,84,micrometer
Inb.6,11,20.jpg,81,micrometer
Inb.6,11,20.jpg,87,micrometer
Inb.6,11,20.jpg,76,micrometer
Inb.6,11,20.jpg,78,micrometer
Inb.6,11,19.jpg,78,micrometer
Inb.6,12,1.jpg,75,micrometer
Inb.6,12,1.jpg,78,micrometer
Inb.6,12,1.jpg,88,micrometer
Inb.6,12,2.jpg,81,micrometer
Inb.6,12,2.jpg,78,micrometer
Inb.6,12,2.jpg,77,micrometer
Inb.6,12,2.jpg,76,micrometer
Inb.6,12,3.jpg,82,micrometer
Inb.6,12,3.jpg,85,micrometer
Inb.6,12,4.jpg,82,micrometer
Inb.6,12,4.jpg,72,micrometer
Inb.6,12,4.jpg,68,micrometer
Inb.6,12,4.jpg,66,micrometer
Inb.6,12,20.jpg,88,micrometer
Inb.6,12,20.jpg,81,micrometer
Inb.6,12,20.jpg,73,micrometer
Inb.6,12,20.jpg,66,micrometer
Inb.6,12,19.jpg,78,micrometer
Inb.6,12,19.jpg,84,micrometer
Inb.6,12,19.jpg,77,micrometer
Inb.6,13,1.jpg,78,micrometer
Inb.6,13,1.jpg,76,micrometer
Inb.6,13,2.jpg,88,micrometer
Inb.6,13,2.jpg,69,micrometer
Inb.6,13,2.jpg,77,micrometer
Inb.6,13,3.jpg,85,micrometer
Inb.6,13,3.jpg,76,micrometer
Inb.6,13,3.jpg,82,micrometer
Inb.6,13,3.jpg,70,micrometer
Inb.6,13,4.jpg,79,micrometer
Inb.6,13,20.jpg,67,micrometer
Inb.6,13,20.jpg,73,micrometer
Inb.6,13,20.jpg,63,micrometer
Inb.6,13,20.jpg,83,micrometer
Inb.6,13,19.jpg,72,micrometer
Inb.6,13,19.jpg,81,micrometer
Inb.6,13,19.jpg,69,micrometer
Inb.6,13,19.jpg,56,micrometer
Inb.6,13,18.jpg,90,micrometer
Inb.6,13,18.jpg,75,micrometer
Inb.6,14,1.jpg,79,micrometer
Inb.6,14,2.jpg,84,micrometer
Inb.6,14,3.jpg,82,micrometer
Inb.6,14,3.jpg,65,micrometer
Inb.6,14,3.jpg,75,micrometer
Inb.6,14,4.jpg,79,micrometer
Inb.6,14,4.jpg,73,micrometer
Inb.6,14,4.jpg,77,micrometer
Inb.6,14,4.jpg,71,micrometer
Inb.6,14,5.jpg,82,micrometer
Inb.6,14,5.jpg,68,micrometer
Inb.6,14,5.jpg,88,micrometer
Inb.6,14,20.jpg,78,micrometer
Inb.6,14,20.jpg,71,micrometer
Inb.6,14,20.jpg,77,micrometer
Inb.6,14,19.jpg,78,micrometer
Inb.6,14,19.jpg,80,micrometer
Inb.6,14,19.jpg,77,micrometer
Inb.6,14,18.jpg,79,micrometer
Inb.6,14,18.jpg,80,micrometer
Inb.6,16,1.jpg,88,micrometer
Inb.6,16,1.jpg,85,micrometer
Inb.6,16,1.jpg,70,micrometer
Inb.6,16,1.jpg,80,micrometer
Inb.6,16,1.jpg,78,micrometer
Inb.6,16,2.jpg,78,micrometer
Inb.6,16,2.jpg,86,micrometer
Inb.6,16,3.jpg,84,micrometer
Inb.6,16,4.jpg,88,micrometer
Inb.6,16,4.jpg,82,micrometer
Inb.6,16,4.jpg,78,micrometer
Inb.6,16,20.jpg,90,micrometer
Inb.6,16,20.jpg,78,micrometer
Inb.6,16,19.jpg,78,micrometer
Inb.6,16,19.jpg,73,micrometer
Inb.6,16,18.jpg,84,micrometer
Inb.6,16,18.jpg,83,micrometer
Inb.6,16,18.jpg,81,micrometer
Inb.6,16,18.jpg,81,micrometer
Inb.6,16,17.jpg,85,micrometer
Inb.6,17,1.jpg,79,micrometer
Inb.6,17,1.jpg,73,micrometer
Inb.6,17,1.jpg,79,micrometer
Inb.6,17,1.jpg,72,micrometer
Inb.6,17,1.jpg,65,micrometer
Inb.6,17,2.jpg,78,micrometer
Inb.6,17,2.jpg,77,micrometer
Inb.6,17,2.jpg,68,micrometer
Inb.6,17,3.jpg,77,micrometer
Inb.6,17,3.jpg,81,micrometer
Inb.6,17,3.jpg,68,micrometer
Inb.6,17,20.jpg,83,micrometer
Inb.6,17,20.jpg,68,micrometer
Inb.6,17,20.jpg,81,micrometer
Inb.6,17,19.jpg,65,micrometer
Inb.6,17,19.jpg,83,micrometer
Inb.6,17,19.jpg,88,micrometer
Inb.6,17,19.jpg,67,micrometer
Inb.6,17,19.jpg,76,micrometer
Inb.6,17,18.jpg,74,micrometer
Inb.6,18,1.jpg,84,micrometer
Inb.6,18,1.jpg,89,micrometer
Inb.6,18,1.jpg,91,micrometer
Inb.6,18,1.jpg,69,micrometer
Inb.6,18,2.jpg,86,micrometer
Inb.6,18,2.jpg,81,micrometer
Inb.6,18,2.jpg,84,micrometer
Inb.6,18,3.jpg,84,micrometer
Inb.6,18,4.jpg,89,micrometer
Inb.6,18,4.jpg,91,micrometer
Inb.6,18,4.jpg,62,micrometer
Inb.6,18,4.jpg,74,micrometer
Inb.6,18,20.jpg,80,micrometer
Inb.6,18,20.jpg,60,micrometer
Inb.6,18,19.jpg,82,micrometer
Inb.6,18,19.jpg,94,micrometer
Inb.6,18,19.jpg,81,micrometer
Inb.6,18,19.jpg,68,micrometer
Inb.6,18,19.jpg,68,micrometer
Inb.6,18,19.jpg,79,micrometer
Inb.6,19,1.jpg,69,micrometer
Inb.6,19,1.jpg,72,micrometer
Inb.6,19,2.jpg,76,micrometer
Inb.6,19,2.jpg,76,micrometer
Inb.6,19,3.jpg,71,micrometer
Inb.6,19,3.jpg,73,micrometer
Inb.6,19,3.jpg,62,micrometer
Inb.6,19,3.jpg,70,micrometer
Inb.6,19,4.jpg,76,micrometer
Inb.6,19,4.jpg,64,micrometer
Inb.6,19,4.jpg,50,micrometer
Inb.6,19,21.jpg,73,micrometer
Inb.6,19,21.jpg,69,micrometer
Inb.6,19,20.jpg,69,micrometer
Inb.6,19,20.jpg,71,micrometer
Inb.6,19,20.jpg,88,micrometer
Inb.6,19,20.jpg,72,micrometer
Inb.6,19,20.jpg,75,micrometer
Inb.6,19,20.jpg,80,micrometer
Inb.6,19,19.jpg,77,micrometer
Inb.6,20,1.jpg,86,micrometer
Inb.6,20,1.jpg,75,micrometer
Inb.6,20,1.jpg,79,micrometer
Inb.6,20,2.jpg,78,micrometer
Inb.6,20,2.jpg,78,micrometer
Inb.6,20,3.jpg,89,micrometer
Inb.6,20,4.jpg,85,micrometer
Inb.6,20,4.jpg,82,micrometer
Inb.6,20,4.jpg,90,micrometer
Inb.6,20,4.jpg,77,micrometer
Inb.6,20,20.jpg,89,micrometer
Inb.6,20,20.jpg,68,micrometer
Inb.6,20,20.jpg,86,micrometer
Inb.6,20,20.jpg,83,micrometer
Inb.6,20,20.jpg,71,micrometer
Inb.6,20,19.jpg,84,micrometer
Inb.6,20,18.jpg,83,micrometer
Inb.6,20,18.jpg,87,micrometer
Inb.6,20,18.jpg,89,micrometer
Inb.6,20,17.jpg,85,micrometer
Inb.6,21,1.jpg,83,micrometer
Inb.6,21,2.jpg,83,micrometer
Inb.6,21,3.jpg,86,micrometer
Inb.6,21,3.jpg,75,micrometer
Inb.6,21,3.jpg,60,micrometer
Inb.6,21,4.jpg,81,micrometer
Inb.6,21,4.jpg,75,micrometer
Inb.6,21,4.jpg,71,micrometer
Inb.6,21,5.jpg,78,micrometer
Inb.6,21,5.jpg,80,micrometer
Inb.6,21,5.jpg,85,micrometer
Inb.6,21,20.jpg,83,micrometer
Inb.6,21,20.jpg,83,micrometer
Inb.6,21,20.jpg,67,micrometer
Inb.6,21,19.jpg,84,micrometer
Inb.6,21,19.jpg,76,micrometer
Inb.6,21,19.jpg,81,micrometer
Inb.6,21,19.jpg,82,micrometer
Inb.6,21,19.jpg,66,micrometer
Inb.6,21,19.jpg,73,micrometer
Inb.6,22,1.jpg,67,micrometer
Inb.6,22,1.jpg,76,micrometer
Inb.6,22,1.jpg,83,micrometer
Inb.6,22,2.jpg,82,micrometer
Inb.6,22,2.jpg,84,micrometer
Inb.6,22,2.jpg,71,micrometer
Inb.6,22,3.jpg,90,micrometer
Inb.6,22,4.jpg,90,micrometer
Inb.6,22,4.jpg,87,micrometer
Inb.6,22,4.jpg,72,micrometer
Inb.6,22,20.jpg,86,micrometer
Inb.6,22,20.jpg,75,micrometer
Inb.6,22,20.jpg,71,micrometer
Inb.6,22,19.jpg,88,micrometer
Inb.6,22,19.jpg,60,micrometer
Inb.6,22,18.jpg,81,micrometer
Inb.6,22,18.jpg,79,micrometer
Inb.6,22,18.jpg,67,micrometer
Inb.6,22,18.jpg,73,micrometer
Inb.6,22,18.jpg,76,micrometer
Inb.6,23,1.jpg,76,micrometer
Inb.6,23,1.jpg,83,micrometer
Inb.6,23,1.jpg,67,micrometer
Inb.6,23,1.jpg,73,micrometer
Inb.6,23,1.jpg,66,micrometer
Inb.6,23,1.jpg,82,micrometer
Inb.6,23,1.jpg,64,micrometer
Inb.6,23,2.jpg,76,micrometer
Inb.6,23,2.jpg,84,micrometer
Inb.6,23,2.jpg,77,micrometer
Inb.6,23,2.jpg,76,micrometer
Inb.6,23,2.jpg,75,micrometer
Inb.6,23,20.jpg,78,micrometer
Inb.6,23,20.jpg,76,micrometer
Inb.6,23,20.jpg,62,micrometer
Inb.6,23,20.jpg,71,micrometer
Inb.6,23,20.jpg,68,micrometer
Inb.6,23,20.jpg,66,micrometer
Inb.6,23,17.jpg,76,micrometer
Inb.6,23,17.jpg,84,micrometer
Inb.6,24,1.jpg,78,micrometer
Inb.6,24,1.jpg,70,micrometer
Inb.6,24,1.jpg,74,micrometer
Inb.6,24,1.jpg,70,micrometer
Inb.6,24,2.jpg,83,micrometer
Inb.6,24,2.jpg,72,micrometer
Inb.6,24,2.jpg,79,micrometer
Inb.6,24,3.jpg,81,micrometer
Inb.6,24,3.jpg,84,micrometer
Inb.6,24,3.jpg,65,micrometer
Inb.6,24,3.jpg,70,micrometer
Inb.6,24,3.jpg,77,micrometer
Inb.6,24,20.jpg,84,micrometer
Inb.6,24,20.jpg,85,micrometer
Inb.6,24,20.jpg,77,micrometer
Inb.6,24,20.jpg,68,micrometer
Inb.6,24,20.jpg,70,micrometer
Inb.6,24,20.jpg,69,micrometer
Inb.6,24,19.jpg,77,micrometer
Inb.6,24,19.jpg,72,micrometer
Inb.6,27,1.jpg,86,micrometer
Inb.6,27,1.jpg,73,micrometer
Inb.6,27,2.jpg,85,micrometer
Inb.6,27,2.jpg,79,micrometer
Inb.6,27,3.jpg,81,micrometer
Inb.6,27,3.jpg,77,micrometer
Inb.6,27,3.jpg,84,micrometer
Inb.6,27,3.jpg,67,micrometer
Inb.6,27,3.jpg,72,micrometer
Inb.6,27,4.jpg,83,micrometer
Inb.6,27,20.jpg,75,micrometer
Inb.6,27,20.jpg,72,micrometer
Inb.6,27,20.jpg,64,micrometer
Inb.6,27,20.jpg,67,micrometer
Inb.6,27,19.jpg,76,micrometer
Inb.6,27,19.jpg,71,micrometer
Inb.6,27,19.jpg,76,micrometer
Inb.6,27,18.jpg,87,micrometer
Inb.6,27,18.jpg,82,micrometer
Inb.6,27,18.jpg,68,micrometer
Inb.6,31,1.jpg,88,micrometer
Inb.6,31,1.jpg,68,micrometer
Inb.6,31,2.jpg,85,micrometer
Inb.6,31,2.jpg,84,micrometer
Inb.6,31,2.jpg,74,micrometer
Inb.6,31,3.jpg,90,micrometer
Inb.6,31,3.jpg,84,micrometer
Inb.6,31,4.jpg,91,micrometer
Inb.6,31,4.jpg,80,micrometer
Inb.6,31,4.jpg,82,micrometer
Inb.6,31,20.jpg,88,micrometer
Inb.6,31,20.jpg,73,micrometer
Inb.6,31,20.jpg,74,micrometer
Inb.6,31,20.jpg,84,micrometer
Inb.6,31,20.jpg,70,micrometer
Inb.6,31,19.jpg,80,micrometer
Inb.6,31,19.jpg,80,micrometer
Inb.6,31,19.jpg,67,micrometer
Inb.6,31,19.jpg,82,micrometer
Inb.6,31,19.jpg,64,micrometer
Inb.6,32,1.jpg,81,micrometer
Inb.6,32,1.jpg,80,micrometer
Inb.6,32,1.jpg,79,micrometer
Inb.6,32,1.jpg,78,micrometer
Inb.6,32,1.jpg,69,micrometer
Inb.6,32,2.jpg,71,micrometer
Inb.6,32,2.jpg,75,micrometer
Inb.6,32,2.jpg,69,micrometer
Inb.6,32,3.jpg,91,micrometer
Inb.6,32,3.jpg,85,micrometer
Inb.6,32,3.jpg,80,micrometer
Inb.6,32,20.jpg,72,micrometer
Inb.6,32,20.jpg,75,micrometer
Inb.6,32,20.jpg,83,micrometer
Inb.6,32,20.jpg,80,micrometer
Inb.6,32,20.jpg,95,micrometer
Inb.6,32,20.jpg,69,micrometer
Inb.6,32,19.jpg,90,micrometer
Inb.6,32,19.jpg,83,micrometer
Inb.6,32,19.jpg,83,micrometer
Inb.6,33,1.jpg,79,micrometer
Inb.6,33,1.jpg,89,micrometer
Inb.6,33,2.jpg,88,micrometer
Inb.6,33,2.jpg,76,micrometer
Inb.6,33,2.jpg,68,micrometer
Inb.6,33,2.jpg,78,micrometer
Inb.6,33,3.jpg,95,micrometer
Inb.6,33,3.jpg,86,micrometer
Inb.6,33,4.jpg,76,micrometer
Inb.6,33,4.jpg,86,micrometer
Inb.6,33,4.jpg,80,micrometer
Inb.6,33,20.jpg,84,micrometer
Inb.6,33,20.jpg,81,micrometer
Inb.6,33,19.jpg,87,micrometer
Inb.6,33,19.jpg,78,micrometer
Inb.6,33,18.jpg,85,micrometer
Inb.6,33,18.jpg,81,micrometer
Inb.6,33,18.jpg,86,micrometer
Inb.6,33,18.jpg,84,micrometer
Inb.6,33,18.jpg,84,micrometer
Inb.6,34,1.jpg,68,micrometer
Inb.6,34,2.jpg,70,micrometer
Inb.6,34,2.jpg,79,micrometer
Inb.6,34,2.jpg,81,micrometer
Inb.6,34,3.jpg,64,micrometer
Inb.6,34,3.jpg,74,micrometer
Inb.6,34,3.jpg,60,micrometer
Inb.6,34,4.jpg,84,micrometer
Inb.6,34,4.jpg,79,micrometer
Inb.6,34,4.jpg,77,micrometer
Inb.6,34,4.jpg,71,micrometer
Inb.6,34,20.jpg,77,micrometer
Inb.6,34,20.jpg,82,micrometer
Inb.6,34,19.jpg,88,micrometer
Inb.6,34,19.jpg,80,micrometer
Inb.6,34,19.jpg,80,micrometer
Inb.6,34,19.jpg,71,micrometer
Inb.6,34,19.jpg,71,micrometer
Inb.6,34,18.jpg,77,micrometer
Inb.6,34,18.jpg,66,micrometer
Inb.6,35,1.jpg,59,micrometer
Inb.6,35,1.jpg,73,micrometer
Inb.6,35,2.jpg,78,micrometer
Inb.6,35,3.jpg,68,micrometer
Inb.6,35,3.jpg,60,micrometer
Inb.6,35,4.jpg,81,micrometer
Inb.6,35,4.jpg,73,micrometer
Inb.6,35,4.jpg,73,micrometer
Inb.6,35,4.jpg,73,micrometer
Inb.6,35,4.jpg,72,micrometer
Inb.6,35,20.jpg,78,micrometer
Inb.6,35,20.jpg,75,micrometer
Inb.6,35,19.jpg,72,micrometer
Inb.6,35,19.jpg,75,micrometer
Inb.6,35,19.jpg,78,micrometer
Inb.6,35,19.jpg,75,micrometer
Inb.6,35,18.jpg,79,micrometer
Inb.6,35,17.jpg,87,micrometer
Inb.6,35,17.jpg,65,micrometer
Inb.6,35,17.jpg,70,micrometer
Inb.6,38,1.jpg,73,micrometer
Inb.6,38,1.jpg,72,micrometer
Inb.6,38,1.jpg,71,micrometer
Inb.6,38,1.jpg,56,micrometer
Inb.6,38,1.jpg,88,micrometer
Inb.6,38,2.jpg,81,micrometer
Inb.6,38,2.jpg,67,micrometer
Inb.6,38,2.jpg,74,micrometer
Inb.6,38,3.jpg,74,micrometer
Inb.6,38,3.jpg,69,micrometer
Inb.6,38,3.jpg,85,micrometer
Inb.6,38,20.jpg,84,micrometer
Inb.6,38,20.jpg,84,micrometer
Inb.6,38,20.jpg,63,micrometer
Inb.6,38,20.jpg,65,micrometer
Inb.6,38,20.jpg,69,micrometer
Inb.6,38,20.jpg,83,micrometer
Inb.6,38,20.jpg,72,micrometer
Inb.6,38,19.jpg,81,micrometer
Inb.6,38,19.jpg,77,micrometer
Inb.6,39,1.jpg,92,micrometer
Inb.6,39,1.jpg,84,micrometer
Inb.6,39,2.jpg,63,micrometer
Inb.6,39,2.jpg,75,micrometer
Inb.6,39,3.jpg,85,micrometer
Inb.6,39,3.jpg,67,micrometer
Inb.6,39,4.jpg,89,micrometer
Inb.6,39,5.jpg,86,micrometer
Inb.6,39,5.jpg,79,micrometer
Inb.6,39,6.jpg,75,micrometer
Inb.6,39,20.jpg,83,micrometer
Inb.6,39,20.jpg,78,micrometer
Inb.6,39,19.jpg,84,micrometer
Inb.6,39,19.jpg,79,micrometer
Inb.6,39,19.jpg,89,micrometer
Inb.6,39,19.jpg,85,micrometer
Inb.6,39,18.jpg,90,micrometer
Inb.6,39,18.jpg,79,micrometer
Inb.6,39,17.jpg,84,micrometer
Inb.6,39,16.jpg,86,micrometer
Inb.6,40,1.jpg,58,micrometer
Inb.6,40,1.jpg,50,micrometer
Inb.6,40,2.jpg,81,micrometer
Inb.6,40,2.jpg,83,micrometer
Inb.6,40,3.jpg,83,micrometer
Inb.6,40,3.jpg,69,micrometer
Inb.6,40,4.jpg,83,micrometer
Inb.6,40,4.jpg,87,micrometer
Inb.6,40,4.jpg,74,micrometer
Inb.6,40,4.jpg,72,micrometer
Inb.6,40,4.jpg,87,micrometer
Inb.6,40,20.jpg,79,micrometer
Inb.6,40,20.jpg,80,micrometer
Inb.6,40,20.jpg,75,micrometer
Inb.6,40,20.jpg,83,micrometer
Inb.6,40,20.jpg,64,micrometer
Inb.6,40,19.jpg,82,micrometer
Inb.6,40,19.jpg,68,micrometer
Inb.6,40,19.jpg,71,micrometer
Inb.6,40,18.jpg,76,micrometer
Inb.6,42,1.jpg,87,micrometer
Inb.6,42,1.jpg,75,micrometer
Inb.6,42,1.jpg,87,micrometer
Inb.6,42,1.jpg,75,micrometer
Inb.6,42,1.jpg,82,micrometer
Inb.6,42,1.jpg,68,micrometer
Inb.6,42,2.jpg,90,micrometer
Inb.6,42,2.jpg,84,micrometer
Inb.6,42,2.jpg,69,micrometer
Inb.6,42,2.jpg,67,micrometer
Inb.6,42,20.jpg,83,micrometer
Inb.6,42,20.jpg,83,micrometer
Inb.6,42,20.jpg,83,micrometer
Inb.6,42,19.jpg,84,micrometer
Inb.6,42,19.jpg,77,micrometer
Inb.6,42,19.jpg,72,micrometer
Inb.6,42,19.jpg,75,micrometer
Inb.6,42,18.jpg,84,micrometer
Inb.6,42,17.jpg,78,micrometer
Inb.6,42,17.jpg,79,micrometer
Inb.6,43,1.jpg,64,micrometer
Inb.6,43,1.jpg,83,micrometer
Inb.6,43,1.jpg,72,micrometer
Inb.6,43,1.jpg,71,micrometer
Inb.6,43,1.jpg,72,micrometer
Inb.6,43,2.jpg,79,micrometer
Inb.6,43,2.jpg,94,micrometer
Inb.6,43,2.jpg,67,micrometer
Inb.6,43,3.jpg,78,micrometer
Inb.6,43,3.jpg,74,micrometer
Inb.6,43,3.jpg,71,micrometer
Inb.6,43,20.jpg,76,micrometer
Inb.6,43,20.jpg,63,micrometer
Inb.6,43,20.jpg,76,micrometer
Inb.6,43,20.jpg,78,micrometer
Inb.6,43,20.jpg,67,micrometer
Inb.6,43,19.jpg,81,micrometer
Inb.6,43,19.jpg,72,micrometer
Inb.6,43,19.jpg,74,micrometer
Inb.6,43,19.jpg,77,micrometer
Inb.6,44,1.jpg,79,micrometer
Inb.6,44,1.jpg,77,micrometer
Inb.6,44,1.jpg,52,micrometer
Inb.6,44,1.jpg,74,micrometer
Inb.6,44,1.jpg,75,micrometer
Inb.6,44,2.jpg,88,micrometer
Inb.6,44,3.jpg,81,micrometer
Inb.6,44,3.jpg,68,micrometer
Inb.6,44,3.jpg,82,micrometer
Inb.6,44,3.jpg,78,micrometer
Inb.6,44,20.jpg,87,micrometer
Inb.6,44,20.jpg,89,micrometer
Inb.6,44,20.jpg,79,micrometer
Inb.6,44,20.jpg,63,micrometer
Inb.6,44,20.jpg,77,micrometer
Inb.6,44,19.jpg,82,micrometer
Inb.6,44,19.jpg,83,micrometer
Inb.6,44,19.jpg,92,micrometer
Inb.6,44,19.jpg,70,micrometer
Inb.6,44,19.jpg,85,micrometer
Inb.6,45,1.jpg,78,micrometer
Inb.6,45,1.jpg,84,micrometer
Inb.6,45,1.jpg,82,micrometer
Inb.6,45,1.jpg,86,micrometer
Inb.6,45,2.jpg,88,micrometer
Inb.6,45,2.jpg,87,micrometer
Inb.6,45,2.jpg,86,micrometer
Inb.6,45,2.jpg,69,micrometer
Inb.6,45,2.jpg,76,micrometer
Inb.6,45,3.jpg,75,micrometer
Inb.6,45,3.jpg,83,micrometer
Inb.6,45,3.jpg,84,micrometer
Inb.6,45,20.jpg,81,micrometer
Inb.6,45,20.jpg,81,micrometer
Inb.6,45,20.jpg,77,micrometer
Inb.6,45,20.jpg,84,micrometer
Inb.6,45,19.jpg,86,micrometer
Inb.6,45,19.jpg,77,micrometer
Inb.6,45,19.jpg,79,micrometer
Inb.6,45,18.jpg,82,micrometer
